label|source|source_id|source_type|source_url|target_id|target_type
part_of|GENCODE|ENSE00004248723|exon|https://www.gencodegenes.org/human/|ENST00000832824|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832824|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832824|transcript
part_of|GENCODE|ENSE00004248730|exon|https://www.gencodegenes.org/human/|ENST00000832824|transcript
part_of|GENCODE|ENSE00004248721|exon|https://www.gencodegenes.org/human/|ENST00000832825|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832825|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832825|transcript
part_of|GENCODE|ENSE00004248720|exon|https://www.gencodegenes.org/human/|ENST00000832825|transcript
part_of|GENCODE|ENSE00004248726|exon|https://www.gencodegenes.org/human/|ENST00000832826|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832826|transcript
part_of|GENCODE|ENSE00004248693|exon|https://www.gencodegenes.org/human/|ENST00000832826|transcript
part_of|GENCODE|ENSE00004248694|exon|https://www.gencodegenes.org/human/|ENST00000832826|transcript
part_of|GENCODE|ENSE00004248710|exon|https://www.gencodegenes.org/human/|ENST00000832827|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832827|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832827|transcript
part_of|GENCODE|ENSE00004248694|exon|https://www.gencodegenes.org/human/|ENST00000832827|transcript
part_of|GENCODE|ENSE00004248702|exon|https://www.gencodegenes.org/human/|ENST00000832828|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832828|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832828|transcript
part_of|GENCODE|ENSE00004248703|exon|https://www.gencodegenes.org/human/|ENST00000832828|transcript
part_of|GENCODE|ENSE00004248719|exon|https://www.gencodegenes.org/human/|ENST00000832829|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832829|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832829|transcript
part_of|GENCODE|ENSE00004248715|exon|https://www.gencodegenes.org/human/|ENST00000832829|transcript
part_of|GENCODE|ENSE00004248695|exon|https://www.gencodegenes.org/human/|ENST00000832830|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832830|transcript
part_of|GENCODE|ENSE00004248728|exon|https://www.gencodegenes.org/human/|ENST00000832830|transcript
part_of|GENCODE|ENSE00004248694|exon|https://www.gencodegenes.org/human/|ENST00000832830|transcript
part_of|GENCODE|ENSE00004248717|exon|https://www.gencodegenes.org/human/|ENST00000832837|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832837|transcript
part_of|GENCODE|ENSE00004248693|exon|https://www.gencodegenes.org/human/|ENST00000832837|transcript
part_of|GENCODE|ENSE00004248696|exon|https://www.gencodegenes.org/human/|ENST00000832837|transcript
part_of|GENCODE|ENSE00004248709|exon|https://www.gencodegenes.org/human/|ENST00000832836|transcript
part_of|GENCODE|ENSE00004248701|exon|https://www.gencodegenes.org/human/|ENST00000832836|transcript
part_of|GENCODE|ENSE00004248699|exon|https://www.gencodegenes.org/human/|ENST00000832836|transcript
part_of|GENCODE|ENSE00004248709|exon|https://www.gencodegenes.org/human/|ENST00000832832|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832832|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832832|transcript
part_of|GENCODE|ENSE00004248705|exon|https://www.gencodegenes.org/human/|ENST00000832832|transcript
part_of|GENCODE|ENSE00004248709|exon|https://www.gencodegenes.org/human/|ENST00000832833|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832833|transcript
part_of|GENCODE|ENSE00004248712|exon|https://www.gencodegenes.org/human/|ENST00000832833|transcript
part_of|GENCODE|ENSE00004248694|exon|https://www.gencodegenes.org/human/|ENST00000832833|transcript
part_of|GENCODE|ENSE00004248709|exon|https://www.gencodegenes.org/human/|ENST00000832831|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832831|transcript
part_of|GENCODE|ENSE00004248693|exon|https://www.gencodegenes.org/human/|ENST00000832831|transcript
part_of|GENCODE|ENSE00004248715|exon|https://www.gencodegenes.org/human/|ENST00000832831|transcript
part_of|GENCODE|ENSE00004248714|exon|https://www.gencodegenes.org/human/|ENST00000832834|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832834|transcript
part_of|GENCODE|ENSE00004248728|exon|https://www.gencodegenes.org/human/|ENST00000832834|transcript
part_of|GENCODE|ENSE00004248705|exon|https://www.gencodegenes.org/human/|ENST00000832834|transcript
part_of|GENCODE|ENSE00004248716|exon|https://www.gencodegenes.org/human/|ENST00000832835|transcript
part_of|GENCODE|ENSE00004248735|exon|https://www.gencodegenes.org/human/|ENST00000832835|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832835|transcript
part_of|GENCODE|ENSE00004248700|exon|https://www.gencodegenes.org/human/|ENST00000832835|transcript
part_of|GENCODE|ENSE00004248708|exon|https://www.gencodegenes.org/human/|ENST00000832839|transcript
part_of|GENCODE|ENSE00004248712|exon|https://www.gencodegenes.org/human/|ENST00000832839|transcript
part_of|GENCODE|ENSE00004248698|exon|https://www.gencodegenes.org/human/|ENST00000832839|transcript
part_of|GENCODE|ENSE00004248734|exon|https://www.gencodegenes.org/human/|ENST00000832841|transcript
part_of|GENCODE|ENSE00004248728|exon|https://www.gencodegenes.org/human/|ENST00000832841|transcript
part_of|GENCODE|ENSE00004248711|exon|https://www.gencodegenes.org/human/|ENST00000832841|transcript
part_of|GENCODE|ENSE00004248734|exon|https://www.gencodegenes.org/human/|ENST00000832840|transcript
part_of|GENCODE|ENSE00004248693|exon|https://www.gencodegenes.org/human/|ENST00000832840|transcript
part_of|GENCODE|ENSE00004248715|exon|https://www.gencodegenes.org/human/|ENST00000832840|transcript
part_of|GENCODE|ENSE00004248734|exon|https://www.gencodegenes.org/human/|ENST00000832838|transcript
part_of|GENCODE|ENSE00003582793|exon|https://www.gencodegenes.org/human/|ENST00000832838|transcript
