label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
child_pathway_of|REACTOME|R-DME-109606|pathway|https://reactome.org|R-DME-109581|pathway|7227
child_pathway_of|REACTOME|R-DME-5357769|pathway|https://reactome.org|R-DME-109581|pathway|7227
child_pathway_of|REACTOME|R-DME-75153|pathway|https://reactome.org|R-DME-109581|pathway|7227
child_pathway_of|REACTOME|R-DME-140877|pathway|https://reactome.org|R-DME-109582|pathway|7227
child_pathway_of|REACTOME|R-DME-202733|pathway|https://reactome.org|R-DME-109582|pathway|7227
child_pathway_of|REACTOME|R-DME-418346|pathway|https://reactome.org|R-DME-109582|pathway|7227
child_pathway_of|REACTOME|R-DME-76002|pathway|https://reactome.org|R-DME-109582|pathway|7227
child_pathway_of|REACTOME|R-DME-983231|pathway|https://reactome.org|R-DME-109582|pathway|7227
child_pathway_of|REACTOME|R-DME-111471|pathway|https://reactome.org|R-DME-109606|pathway|7227
child_pathway_of|REACTOME|R-DME-165158|pathway|https://reactome.org|R-DME-109704|pathway|7227
child_pathway_of|REACTOME|R-DME-110312|pathway|https://reactome.org|R-DME-110313|pathway|7227
child_pathway_of|REACTOME|R-DME-110320|pathway|https://reactome.org|R-DME-110313|pathway|7227
child_pathway_of|REACTOME|R-DME-5655862|pathway|https://reactome.org|R-DME-110313|pathway|7227
child_pathway_of|REACTOME|R-DME-5656121|pathway|https://reactome.org|R-DME-110313|pathway|7227
child_pathway_of|REACTOME|R-DME-5656169|pathway|https://reactome.org|R-DME-110313|pathway|7227
child_pathway_of|REACTOME|R-DME-5651801|pathway|https://reactome.org|R-DME-110373|pathway|7227
child_pathway_of|REACTOME|R-DME-110478|pathway|https://reactome.org|R-DME-110526|pathway|7227
child_pathway_of|REACTOME|R-DME-110523|pathway|https://reactome.org|R-DME-110526|pathway|7227
child_pathway_of|REACTOME|R-DME-9627069|pathway|https://reactome.org|R-DME-111458|pathway|7227
child_pathway_of|REACTOME|R-DME-111458|pathway|https://reactome.org|R-DME-111461|pathway|7227
child_pathway_of|REACTOME|R-DME-111459|pathway|https://reactome.org|R-DME-111461|pathway|7227
child_pathway_of|REACTOME|R-DME-264870|pathway|https://reactome.org|R-DME-111465|pathway|7227
child_pathway_of|REACTOME|R-DME-351906|pathway|https://reactome.org|R-DME-111465|pathway|7227
child_pathway_of|REACTOME|R-DME-352238|pathway|https://reactome.org|R-DME-111465|pathway|7227
child_pathway_of|REACTOME|R-DME-111457|pathway|https://reactome.org|R-DME-111471|pathway|7227
child_pathway_of|REACTOME|R-DME-111461|pathway|https://reactome.org|R-DME-111471|pathway|7227
child_pathway_of|REACTOME|R-DME-111469|pathway|https://reactome.org|R-DME-111471|pathway|7227
child_pathway_of|REACTOME|R-DME-112040|pathway|https://reactome.org|R-DME-111885|pathway|7227
child_pathway_of|REACTOME|R-DME-180024|pathway|https://reactome.org|R-DME-111885|pathway|7227
child_pathway_of|REACTOME|R-DME-202040|pathway|https://reactome.org|R-DME-111885|pathway|7227
child_pathway_of|REACTOME|R-DME-163615|pathway|https://reactome.org|R-DME-111931|pathway|7227
child_pathway_of|REACTOME|R-DME-111931|pathway|https://reactome.org|R-DME-111933|pathway|7227
child_pathway_of|REACTOME|R-DME-111932|pathway|https://reactome.org|R-DME-111933|pathway|7227
child_pathway_of|REACTOME|R-DME-111957|pathway|https://reactome.org|R-DME-111933|pathway|7227
child_pathway_of|REACTOME|R-DME-111997|pathway|https://reactome.org|R-DME-111996|pathway|7227
child_pathway_of|REACTOME|R-DME-111933|pathway|https://reactome.org|R-DME-111997|pathway|7227
child_pathway_of|REACTOME|R-DME-112043|pathway|https://reactome.org|R-DME-112040|pathway|7227
child_pathway_of|REACTOME|R-DME-170660|pathway|https://reactome.org|R-DME-112040|pathway|7227
child_pathway_of|REACTOME|R-DME-170670|pathway|https://reactome.org|R-DME-112040|pathway|7227
child_pathway_of|REACTOME|R-DME-111996|pathway|https://reactome.org|R-DME-112043|pathway|7227
child_pathway_of|REACTOME|R-DME-181429|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-181430|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-210500|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-212676|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-264642|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-888590|pathway|https://reactome.org|R-DME-112310|pathway|7227
child_pathway_of|REACTOME|R-DME-380615|pathway|https://reactome.org|R-DME-112311|pathway|7227
child_pathway_of|REACTOME|R-DME-210455|pathway|https://reactome.org|R-DME-112313|pathway|7227
child_pathway_of|REACTOME|R-DME-181431|pathway|https://reactome.org|R-DME-112314|pathway|7227
child_pathway_of|REACTOME|R-DME-399721|pathway|https://reactome.org|R-DME-112314|pathway|7227
child_pathway_of|REACTOME|R-DME-442755|pathway|https://reactome.org|R-DME-112314|pathway|7227
child_pathway_of|REACTOME|R-DME-451326|pathway|https://reactome.org|R-DME-112314|pathway|7227
child_pathway_of|REACTOME|R-DME-977443|pathway|https://reactome.org|R-DME-112314|pathway|7227
child_pathway_of|REACTOME|R-DME-112310|pathway|https://reactome.org|R-DME-112315|pathway|7227
child_pathway_of|REACTOME|R-DME-112311|pathway|https://reactome.org|R-DME-112315|pathway|7227
child_pathway_of|REACTOME|R-DME-112313|pathway|https://reactome.org|R-DME-112315|pathway|7227
child_pathway_of|REACTOME|R-DME-112314|pathway|https://reactome.org|R-DME-112315|pathway|7227
child_pathway_of|REACTOME|R-DME-112315|pathway|https://reactome.org|R-DME-112316|pathway|7227
child_pathway_of|REACTOME|R-DME-1296071|pathway|https://reactome.org|R-DME-112316|pathway|7227
child_pathway_of|REACTOME|R-DME-6794362|pathway|https://reactome.org|R-DME-112316|pathway|7227
child_pathway_of|REACTOME|R-DME-109704|pathway|https://reactome.org|R-DME-112399|pathway|7227
child_pathway_of|REACTOME|R-DME-112412|pathway|https://reactome.org|R-DME-112399|pathway|7227
child_pathway_of|REACTOME|R-DME-110056|pathway|https://reactome.org|R-DME-112409|pathway|7227
child_pathway_of|REACTOME|R-DME-112411|pathway|https://reactome.org|R-DME-112409|pathway|7227
