label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
translates_to|UniProt|ENST00000353703|transcript|https://www.uniprot.org/|P31946|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000372839|transcript|https://www.uniprot.org/|P31946|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000264335|transcript|https://www.uniprot.org/|P62258|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000571732|transcript|https://www.uniprot.org/|P62258|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000616643|transcript|https://www.uniprot.org/|P62258|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000627231|transcript|https://www.uniprot.org/|P62258|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000248975|transcript|https://www.uniprot.org/|Q04917|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000307630|transcript|https://www.uniprot.org/|P61981|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000339276|transcript|https://www.uniprot.org/|P31947|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000238081|transcript|https://www.uniprot.org/|P27348|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000381844|transcript|https://www.uniprot.org/|P27348|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000353245|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000395951|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000395953|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000395956|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000395957|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000395958|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000419477|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000457309|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000522542|transcript|https://www.uniprot.org/|P63104|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000263776|transcript|https://www.uniprot.org/|Q96QU6|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000378832|transcript|https://www.uniprot.org/|Q4AC99|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000261461|transcript|https://www.uniprot.org/|Q15172|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000537030|transcript|https://www.uniprot.org/|Q15172|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000164133|transcript|https://www.uniprot.org/|Q15173|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000394110|transcript|https://www.uniprot.org/|Q14738|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000461010|transcript|https://www.uniprot.org/|Q14738|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000485511|transcript|https://www.uniprot.org/|Q14738|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000337537|transcript|https://www.uniprot.org/|Q16537|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000422769|transcript|https://www.uniprot.org/|Q16537|protein|NCBITaxon:9606
translates_to|UniProt|ENST00000555899|transcript|https://www.uniprot.org/|Q16537|protein|NCBITaxon:9606
