label|source|source_id|source_type|source_url|target_id|target_type
associated_with|EPD|CHR1_959246_959305_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_960584_960643_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_966433_966492_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_976671_976730_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1000087_1000146_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1000462_1000521_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1013448_1013507_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1020071_1020130_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1173849_1173908_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1179639_1179698_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1205580_1205639_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1206571_1206630_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1206699_1206758_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1214143_1214202_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1231991_1232050_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1240908_1240967_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1273823_1273882_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1305929_1305988_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1307920_1307979_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1308139_1308198_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1308548_1308607_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1309820_1309879_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1312714_1312773_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1324650_1324709_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1349119_1349178_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1358533_1358592_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1375172_1375231_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1375489_1375548_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1399304_1399363_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1407283_1407342_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1421335_1421394_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1435641_1435700_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1462420_1462479_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1471732_1471791_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1512113_1512172_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1574594_1574653_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1574853_1574912_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1615467_1615526_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1632139_1632198_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1657393_1657452_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1658962_1659021_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1659199_1659258_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1692497_1692556_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1692699_1692758_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1692812_1692871_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1708880_1708939_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1719442_1719501_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1721658_1721717_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1724324_1724383_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1727707_1727766_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1745772_1745831_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1745992_1746051_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1746267_1746326_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1778439_1778498_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1778805_1778864_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1780021_1780080_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1780504_1780563_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1890844_1890903_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1891060_1891119_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1918790_1918849_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_1919269_1919328_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2003776_2003835_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2019311_2019370_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2048506_2048565_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2050362_2050421_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2073499_2073558_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2073615_2073674_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2145338_2145397_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2194762_2194821_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2228640_2228699_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2391544_2391603_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2391793_2391852_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2412533_2412592_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2413801_2413860_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2415900_2415959_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2476272_2476331_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2526586_2526645_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2530253_2530312_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2554245_2554304_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2556322_2556381_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2556514_2556573_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2586474_2586533_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2586749_2586808_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2629397_2629456_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_2632980_2633039_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3068661_3068720_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3069154_3069213_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3116242_3116301_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3471575_3471634_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3531401_3531460_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3611486_3611545_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3619569_3619628_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3624769_3624828_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3624985_3625044_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3650093_3650152_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3652467_3652526_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3690623_3690682_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3697997_3698056_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3752401_3752460_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3772606_3772665_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3796484_3796543_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3857201_3857260_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3857237_3857296_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3857427_3857486_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_3900248_3900307_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_4655163_4655222_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_5992375_5992434_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_5992415_5992474_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6025938_6025997_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6026284_6026343_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6180114_6180173_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6199584_6199643_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6206070_6206129_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6235954_6236013_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6259429_6259488_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6261054_6261113_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6358919_6358978_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6360691_6360750_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6385787_6385846_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6393367_6393426_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6393757_6393816_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6419909_6419968_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6424671_6424730_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6424727_6424786_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6448039_6448098_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6448442_6448501_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6466142_6466201_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6469113_6469172_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6485457_6485516_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6490570_6490629_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6497414_6497473_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
associated_with|EPD|CHR1_6520052_6520111_GRCH38|promoter|https://epd.expasy.org/ftp/epdnew/H_sapiens/|NONE|gene
